service_date,global_night_id,timezone,eligible,physical_available,eclo_eligible,gross_capacity,nominal_weekly_limit,calendar_revision
2027-01-02,synthetic-calendar-v1:2027-01-02,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-03,synthetic-calendar-v1:2027-01-03,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-04,synthetic-calendar-v1:2027-01-04,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-05,synthetic-calendar-v1:2027-01-05,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-06,synthetic-calendar-v1:2027-01-06,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-07,synthetic-calendar-v1:2027-01-07,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-08,synthetic-calendar-v1:2027-01-08,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-09,synthetic-calendar-v1:2027-01-09,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-10,synthetic-calendar-v1:2027-01-10,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-11,synthetic-calendar-v1:2027-01-11,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-12,synthetic-calendar-v1:2027-01-12,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-13,synthetic-calendar-v1:2027-01-13,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-14,synthetic-calendar-v1:2027-01-14,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-15,synthetic-calendar-v1:2027-01-15,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-16,synthetic-calendar-v1:2027-01-16,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-17,synthetic-calendar-v1:2027-01-17,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-18,synthetic-calendar-v1:2027-01-18,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-19,synthetic-calendar-v1:2027-01-19,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-20,synthetic-calendar-v1:2027-01-20,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-21,synthetic-calendar-v1:2027-01-21,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-22,synthetic-calendar-v1:2027-01-22,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-23,synthetic-calendar-v1:2027-01-23,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-24,synthetic-calendar-v1:2027-01-24,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-25,synthetic-calendar-v1:2027-01-25,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-26,synthetic-calendar-v1:2027-01-26,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-27,synthetic-calendar-v1:2027-01-27,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-28,synthetic-calendar-v1:2027-01-28,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-29,synthetic-calendar-v1:2027-01-29,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-30,synthetic-calendar-v1:2027-01-30,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-01-31,synthetic-calendar-v1:2027-01-31,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-01,synthetic-calendar-v1:2027-02-01,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-02,synthetic-calendar-v1:2027-02-02,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-03,synthetic-calendar-v1:2027-02-03,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-04,synthetic-calendar-v1:2027-02-04,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-05,synthetic-calendar-v1:2027-02-05,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-06,synthetic-calendar-v1:2027-02-06,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-07,synthetic-calendar-v1:2027-02-07,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-08,synthetic-calendar-v1:2027-02-08,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-09,synthetic-calendar-v1:2027-02-09,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-10,synthetic-calendar-v1:2027-02-10,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-11,synthetic-calendar-v1:2027-02-11,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-12,synthetic-calendar-v1:2027-02-12,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-13,synthetic-calendar-v1:2027-02-13,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-14,synthetic-calendar-v1:2027-02-14,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-15,synthetic-calendar-v1:2027-02-15,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-16,synthetic-calendar-v1:2027-02-16,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-17,synthetic-calendar-v1:2027-02-17,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-18,synthetic-calendar-v1:2027-02-18,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-19,synthetic-calendar-v1:2027-02-19,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-20,synthetic-calendar-v1:2027-02-20,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-21,synthetic-calendar-v1:2027-02-21,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-22,synthetic-calendar-v1:2027-02-22,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-23,synthetic-calendar-v1:2027-02-23,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-24,synthetic-calendar-v1:2027-02-24,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-25,synthetic-calendar-v1:2027-02-25,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-26,synthetic-calendar-v1:2027-02-26,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-27,synthetic-calendar-v1:2027-02-27,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-02-28,synthetic-calendar-v1:2027-02-28,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-01,synthetic-calendar-v1:2027-03-01,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-02,synthetic-calendar-v1:2027-03-02,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-03,synthetic-calendar-v1:2027-03-03,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-04,synthetic-calendar-v1:2027-03-04,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-05,synthetic-calendar-v1:2027-03-05,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-06,synthetic-calendar-v1:2027-03-06,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-07,synthetic-calendar-v1:2027-03-07,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-08,synthetic-calendar-v1:2027-03-08,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-09,synthetic-calendar-v1:2027-03-09,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-10,synthetic-calendar-v1:2027-03-10,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-11,synthetic-calendar-v1:2027-03-11,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-12,synthetic-calendar-v1:2027-03-12,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-13,synthetic-calendar-v1:2027-03-13,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-14,synthetic-calendar-v1:2027-03-14,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-15,synthetic-calendar-v1:2027-03-15,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-16,synthetic-calendar-v1:2027-03-16,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-17,synthetic-calendar-v1:2027-03-17,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-18,synthetic-calendar-v1:2027-03-18,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-19,synthetic-calendar-v1:2027-03-19,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-20,synthetic-calendar-v1:2027-03-20,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-21,synthetic-calendar-v1:2027-03-21,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-22,synthetic-calendar-v1:2027-03-22,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-23,synthetic-calendar-v1:2027-03-23,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-24,synthetic-calendar-v1:2027-03-24,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-25,synthetic-calendar-v1:2027-03-25,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-26,synthetic-calendar-v1:2027-03-26,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-27,synthetic-calendar-v1:2027-03-27,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-28,synthetic-calendar-v1:2027-03-28,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-29,synthetic-calendar-v1:2027-03-29,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-30,synthetic-calendar-v1:2027-03-30,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-03-31,synthetic-calendar-v1:2027-03-31,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-01,synthetic-calendar-v1:2027-04-01,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-02,synthetic-calendar-v1:2027-04-02,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-03,synthetic-calendar-v1:2027-04-03,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-04,synthetic-calendar-v1:2027-04-04,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-05,synthetic-calendar-v1:2027-04-05,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-06,synthetic-calendar-v1:2027-04-06,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-07,synthetic-calendar-v1:2027-04-07,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-08,synthetic-calendar-v1:2027-04-08,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-09,synthetic-calendar-v1:2027-04-09,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-10,synthetic-calendar-v1:2027-04-10,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-11,synthetic-calendar-v1:2027-04-11,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-12,synthetic-calendar-v1:2027-04-12,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-13,synthetic-calendar-v1:2027-04-13,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-14,synthetic-calendar-v1:2027-04-14,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-15,synthetic-calendar-v1:2027-04-15,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-16,synthetic-calendar-v1:2027-04-16,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-17,synthetic-calendar-v1:2027-04-17,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-18,synthetic-calendar-v1:2027-04-18,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-19,synthetic-calendar-v1:2027-04-19,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-20,synthetic-calendar-v1:2027-04-20,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-21,synthetic-calendar-v1:2027-04-21,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-22,synthetic-calendar-v1:2027-04-22,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-23,synthetic-calendar-v1:2027-04-23,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-24,synthetic-calendar-v1:2027-04-24,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-25,synthetic-calendar-v1:2027-04-25,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-26,synthetic-calendar-v1:2027-04-26,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-27,synthetic-calendar-v1:2027-04-27,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-28,synthetic-calendar-v1:2027-04-28,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-29,synthetic-calendar-v1:2027-04-29,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-04-30,synthetic-calendar-v1:2027-04-30,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-01,synthetic-calendar-v1:2027-05-01,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-02,synthetic-calendar-v1:2027-05-02,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-03,synthetic-calendar-v1:2027-05-03,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-04,synthetic-calendar-v1:2027-05-04,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-05,synthetic-calendar-v1:2027-05-05,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-06,synthetic-calendar-v1:2027-05-06,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-07,synthetic-calendar-v1:2027-05-07,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-08,synthetic-calendar-v1:2027-05-08,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-09,synthetic-calendar-v1:2027-05-09,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-10,synthetic-calendar-v1:2027-05-10,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-11,synthetic-calendar-v1:2027-05-11,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-12,synthetic-calendar-v1:2027-05-12,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-13,synthetic-calendar-v1:2027-05-13,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-14,synthetic-calendar-v1:2027-05-14,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-15,synthetic-calendar-v1:2027-05-15,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-16,synthetic-calendar-v1:2027-05-16,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-17,synthetic-calendar-v1:2027-05-17,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-18,synthetic-calendar-v1:2027-05-18,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-19,synthetic-calendar-v1:2027-05-19,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-20,synthetic-calendar-v1:2027-05-20,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-21,synthetic-calendar-v1:2027-05-21,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-22,synthetic-calendar-v1:2027-05-22,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-23,synthetic-calendar-v1:2027-05-23,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-24,synthetic-calendar-v1:2027-05-24,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-25,synthetic-calendar-v1:2027-05-25,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-26,synthetic-calendar-v1:2027-05-26,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-27,synthetic-calendar-v1:2027-05-27,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-28,synthetic-calendar-v1:2027-05-28,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-29,synthetic-calendar-v1:2027-05-29,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-30,synthetic-calendar-v1:2027-05-30,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-05-31,synthetic-calendar-v1:2027-05-31,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-01,synthetic-calendar-v1:2027-06-01,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-02,synthetic-calendar-v1:2027-06-02,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-03,synthetic-calendar-v1:2027-06-03,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-04,synthetic-calendar-v1:2027-06-04,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-05,synthetic-calendar-v1:2027-06-05,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-06,synthetic-calendar-v1:2027-06-06,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-07,synthetic-calendar-v1:2027-06-07,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-08,synthetic-calendar-v1:2027-06-08,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-09,synthetic-calendar-v1:2027-06-09,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-10,synthetic-calendar-v1:2027-06-10,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-11,synthetic-calendar-v1:2027-06-11,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-12,synthetic-calendar-v1:2027-06-12,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-13,synthetic-calendar-v1:2027-06-13,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-14,synthetic-calendar-v1:2027-06-14,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-15,synthetic-calendar-v1:2027-06-15,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-16,synthetic-calendar-v1:2027-06-16,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-17,synthetic-calendar-v1:2027-06-17,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-18,synthetic-calendar-v1:2027-06-18,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-19,synthetic-calendar-v1:2027-06-19,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-20,synthetic-calendar-v1:2027-06-20,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-21,synthetic-calendar-v1:2027-06-21,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-22,synthetic-calendar-v1:2027-06-22,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-23,synthetic-calendar-v1:2027-06-23,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-24,synthetic-calendar-v1:2027-06-24,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-25,synthetic-calendar-v1:2027-06-25,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-26,synthetic-calendar-v1:2027-06-26,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-27,synthetic-calendar-v1:2027-06-27,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-28,synthetic-calendar-v1:2027-06-28,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-29,synthetic-calendar-v1:2027-06-29,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-06-30,synthetic-calendar-v1:2027-06-30,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-01,synthetic-calendar-v1:2027-07-01,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-02,synthetic-calendar-v1:2027-07-02,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-03,synthetic-calendar-v1:2027-07-03,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-04,synthetic-calendar-v1:2027-07-04,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-05,synthetic-calendar-v1:2027-07-05,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-06,synthetic-calendar-v1:2027-07-06,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-07,synthetic-calendar-v1:2027-07-07,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-08,synthetic-calendar-v1:2027-07-08,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-09,synthetic-calendar-v1:2027-07-09,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-10,synthetic-calendar-v1:2027-07-10,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-11,synthetic-calendar-v1:2027-07-11,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-12,synthetic-calendar-v1:2027-07-12,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-13,synthetic-calendar-v1:2027-07-13,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-14,synthetic-calendar-v1:2027-07-14,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-15,synthetic-calendar-v1:2027-07-15,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-16,synthetic-calendar-v1:2027-07-16,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-17,synthetic-calendar-v1:2027-07-17,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-18,synthetic-calendar-v1:2027-07-18,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-19,synthetic-calendar-v1:2027-07-19,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-20,synthetic-calendar-v1:2027-07-20,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-21,synthetic-calendar-v1:2027-07-21,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-22,synthetic-calendar-v1:2027-07-22,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-23,synthetic-calendar-v1:2027-07-23,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-24,synthetic-calendar-v1:2027-07-24,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-25,synthetic-calendar-v1:2027-07-25,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-26,synthetic-calendar-v1:2027-07-26,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-27,synthetic-calendar-v1:2027-07-27,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-28,synthetic-calendar-v1:2027-07-28,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-29,synthetic-calendar-v1:2027-07-29,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-30,synthetic-calendar-v1:2027-07-30,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-07-31,synthetic-calendar-v1:2027-07-31,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-01,synthetic-calendar-v1:2027-08-01,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-02,synthetic-calendar-v1:2027-08-02,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-03,synthetic-calendar-v1:2027-08-03,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-04,synthetic-calendar-v1:2027-08-04,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-05,synthetic-calendar-v1:2027-08-05,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-06,synthetic-calendar-v1:2027-08-06,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-07,synthetic-calendar-v1:2027-08-07,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-08,synthetic-calendar-v1:2027-08-08,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-09,synthetic-calendar-v1:2027-08-09,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-10,synthetic-calendar-v1:2027-08-10,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-11,synthetic-calendar-v1:2027-08-11,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-12,synthetic-calendar-v1:2027-08-12,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-13,synthetic-calendar-v1:2027-08-13,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-14,synthetic-calendar-v1:2027-08-14,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-15,synthetic-calendar-v1:2027-08-15,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-16,synthetic-calendar-v1:2027-08-16,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-17,synthetic-calendar-v1:2027-08-17,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-18,synthetic-calendar-v1:2027-08-18,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-19,synthetic-calendar-v1:2027-08-19,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-20,synthetic-calendar-v1:2027-08-20,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-21,synthetic-calendar-v1:2027-08-21,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-22,synthetic-calendar-v1:2027-08-22,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-23,synthetic-calendar-v1:2027-08-23,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-24,synthetic-calendar-v1:2027-08-24,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-25,synthetic-calendar-v1:2027-08-25,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-26,synthetic-calendar-v1:2027-08-26,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-27,synthetic-calendar-v1:2027-08-27,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-28,synthetic-calendar-v1:2027-08-28,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-29,synthetic-calendar-v1:2027-08-29,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-30,synthetic-calendar-v1:2027-08-30,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-08-31,synthetic-calendar-v1:2027-08-31,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-09-01,synthetic-calendar-v1:2027-09-01,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
2027-09-02,synthetic-calendar-v1:2027-09-02,Asia/Singapore,True,True,True,24,3,synthetic-calendar-v1
