visit_id,job_id,occurrence_id,line_code,sector_id,service_date,visit_seq,status,locked,actual
RM:SEC:BET:S12_S13:2026-08-12:VISIT:2,RM:SEC:BET:S12_S13:2026-08-12,OCC:SEC:BET:S12_S13:2026-08-12,BET,SEC:BET:S12_S13,2026-08-14,2,historical,True,True
RM:SEC:BET:S12_S13:2026-08-12:VISIT:3,RM:SEC:BET:S12_S13:2026-08-12,OCC:SEC:BET:S12_S13:2026-08-12,BET,SEC:BET:S12_S13,2026-08-16,3,historical,True,True
RM:SEC:BET:S12_S13:2027-04-14:VISIT:1,RM:SEC:BET:S12_S13:2027-04-14,OCC:SEC:BET:S12_S13:2027-04-14,BET,SEC:BET:S12_S13,2027-04-14,1,scheduled,False,False
RM:SEC:BET:S12_S13:2027-04-14:VISIT:2,RM:SEC:BET:S12_S13:2027-04-14,OCC:SEC:BET:S12_S13:2027-04-14,BET,SEC:BET:S12_S13,2027-04-16,2,scheduled,False,False
RM:SEC:BET:S12_S13:2027-04-14:VISIT:3,RM:SEC:BET:S12_S13:2027-04-14,OCC:SEC:BET:S12_S13:2027-04-14,BET,SEC:BET:S12_S13,2027-04-18,3,scheduled,False,False
RM:SEC:BET:S12_S13:2027-12-15:VISIT:1,RM:SEC:BET:S12_S13:2027-12-15,OCC:SEC:BET:S12_S13:2027-12-15,BET,SEC:BET:S12_S13,2027-12-15,1,scheduled,False,False
RM:SEC:BET:S12_S13:2027-12-15:VISIT:2,RM:SEC:BET:S12_S13:2027-12-15,OCC:SEC:BET:S12_S13:2027-12-15,BET,SEC:BET:S12_S13,2027-12-17,2,scheduled,False,False
RM:SEC:BET:S12_S13:2027-12-15:VISIT:3,RM:SEC:BET:S12_S13:2027-12-15,OCC:SEC:BET:S12_S13:2027-12-15,BET,SEC:BET:S12_S13,2027-12-19,3,scheduled,False,False
RM:SEC:BET:S12_S13:2028-08-16:VISIT:1,RM:SEC:BET:S12_S13:2028-08-16,OCC:SEC:BET:S12_S13:2028-08-16,BET,SEC:BET:S12_S13,2028-08-16,1,committed,True,False
RM:SEC:BET:S12_S13:2028-08-16:VISIT:2,RM:SEC:BET:S12_S13:2028-08-16,OCC:SEC:BET:S12_S13:2028-08-16,BET,SEC:BET:S12_S13,2028-08-18,2,committed,True,False
RM:SEC:BET:S12_S13:2028-08-16:VISIT:3,RM:SEC:BET:S12_S13:2028-08-16,OCC:SEC:BET:S12_S13:2028-08-16,BET,SEC:BET:S12_S13,2028-08-20,3,committed,True,False
RM:SEC:BET:S13_S14:2026-08-22:VISIT:1,RM:SEC:BET:S13_S14:2026-08-22,OCC:SEC:BET:S13_S14:2026-08-22,BET,SEC:BET:S13_S14,2026-08-22,1,historical,True,True
RM:SEC:BET:S13_S14:2026-08-22:VISIT:2,RM:SEC:BET:S13_S14:2026-08-22,OCC:SEC:BET:S13_S14:2026-08-22,BET,SEC:BET:S13_S14,2026-08-24,2,historical,True,True
RM:SEC:BET:S13_S14:2026-08-22:VISIT:3,RM:SEC:BET:S13_S14:2026-08-22,OCC:SEC:BET:S13_S14:2026-08-22,BET,SEC:BET:S13_S14,2026-08-26,3,historical,True,True
RM:SEC:BET:S13_S14:2027-04-24:VISIT:1,RM:SEC:BET:S13_S14:2027-04-24,OCC:SEC:BET:S13_S14:2027-04-24,BET,SEC:BET:S13_S14,2027-04-24,1,scheduled,False,False
RM:SEC:BET:S13_S14:2027-04-24:VISIT:2,RM:SEC:BET:S13_S14:2027-04-24,OCC:SEC:BET:S13_S14:2027-04-24,BET,SEC:BET:S13_S14,2027-04-26,2,scheduled,False,False
RM:SEC:BET:S13_S14:2027-04-24:VISIT:3,RM:SEC:BET:S13_S14:2027-04-24,OCC:SEC:BET:S13_S14:2027-04-24,BET,SEC:BET:S13_S14,2027-04-28,3,scheduled,False,False
RM:SEC:BET:S13_S14:2027-12-25:VISIT:1,RM:SEC:BET:S13_S14:2027-12-25,OCC:SEC:BET:S13_S14:2027-12-25,BET,SEC:BET:S13_S14,2027-12-25,1,scheduled,False,False
RM:SEC:BET:S13_S14:2027-12-25:VISIT:2,RM:SEC:BET:S13_S14:2027-12-25,OCC:SEC:BET:S13_S14:2027-12-25,BET,SEC:BET:S13_S14,2027-12-27,2,scheduled,False,False
RM:SEC:BET:S13_S14:2027-12-25:VISIT:3,RM:SEC:BET:S13_S14:2027-12-25,OCC:SEC:BET:S13_S14:2027-12-25,BET,SEC:BET:S13_S14,2027-12-29,3,scheduled,False,False
RM:SEC:BET:S13_S14:2028-08-26:VISIT:1,RM:SEC:BET:S13_S14:2028-08-26,OCC:SEC:BET:S13_S14:2028-08-26,BET,SEC:BET:S13_S14,2028-08-26,1,committed,True,False
RM:SEC:BET:S13_S14:2028-08-26:VISIT:2,RM:SEC:BET:S13_S14:2028-08-26,OCC:SEC:BET:S13_S14:2028-08-26,BET,SEC:BET:S13_S14,2028-08-28,2,committed,True,False
RM:SEC:BET:S13_S14:2028-08-26:VISIT:3,RM:SEC:BET:S13_S14:2028-08-26,OCC:SEC:BET:S13_S14:2028-08-26,BET,SEC:BET:S13_S14,2028-08-30,3,committed,True,False
RM:SEC:BET:S14_H01:2026-09-01:VISIT:1,RM:SEC:BET:S14_H01:2026-09-01,OCC:SEC:BET:S14_H01:2026-09-01,BET,SEC:BET:S14_H01,2026-09-01,1,historical,True,True
RM:SEC:BET:S14_H01:2026-09-01:VISIT:2,RM:SEC:BET:S14_H01:2026-09-01,OCC:SEC:BET:S14_H01:2026-09-01,BET,SEC:BET:S14_H01,2026-09-03,2,historical,True,True
RM:SEC:BET:S14_H01:2026-09-01:VISIT:3,RM:SEC:BET:S14_H01:2026-09-01,OCC:SEC:BET:S14_H01:2026-09-01,BET,SEC:BET:S14_H01,2026-09-05,3,historical,True,True
RM:SEC:BET:S14_H01:2027-05-04:VISIT:1,RM:SEC:BET:S14_H01:2027-05-04,OCC:SEC:BET:S14_H01:2027-05-04,BET,SEC:BET:S14_H01,2027-05-04,1,scheduled,False,False
RM:SEC:BET:S14_H01:2027-05-04:VISIT:2,RM:SEC:BET:S14_H01:2027-05-04,OCC:SEC:BET:S14_H01:2027-05-04,BET,SEC:BET:S14_H01,2027-05-06,2,scheduled,False,False
RM:SEC:BET:S14_H01:2027-05-04:VISIT:3,RM:SEC:BET:S14_H01:2027-05-04,OCC:SEC:BET:S14_H01:2027-05-04,BET,SEC:BET:S14_H01,2027-05-08,3,scheduled,False,False
RM:SEC:BET:S14_H01:2028-01-04:VISIT:1,RM:SEC:BET:S14_H01:2028-01-04,OCC:SEC:BET:S14_H01:2028-01-04,BET,SEC:BET:S14_H01,2028-01-04,1,committed,True,False
RM:SEC:BET:S14_H01:2028-01-04:VISIT:2,RM:SEC:BET:S14_H01:2028-01-04,OCC:SEC:BET:S14_H01:2028-01-04,BET,SEC:BET:S14_H01,2028-01-06,2,committed,True,False
RM:SEC:BET:S14_H01:2028-01-04:VISIT:3,RM:SEC:BET:S14_H01:2028-01-04,OCC:SEC:BET:S14_H01:2028-01-04,BET,SEC:BET:S14_H01,2028-01-08,3,committed,True,False
RM:SEC:BET:H01_H02:2026-09-11:VISIT:1,RM:SEC:BET:H01_H02:2026-09-11,OCC:SEC:BET:H01_H02:2026-09-11,BET,SEC:BET:H01_H02,2026-09-11,1,historical,True,True
RM:SEC:BET:H01_H02:2026-09-11:VISIT:2,RM:SEC:BET:H01_H02:2026-09-11,OCC:SEC:BET:H01_H02:2026-09-11,BET,SEC:BET:H01_H02,2026-09-13,2,historical,True,True
RM:SEC:BET:H01_H02:2026-09-11:VISIT:3,RM:SEC:BET:H01_H02:2026-09-11,OCC:SEC:BET:H01_H02:2026-09-11,BET,SEC:BET:H01_H02,2026-09-15,3,historical,True,True
RM:SEC:BET:H01_H02:2027-05-14:VISIT:1,RM:SEC:BET:H01_H02:2027-05-14,OCC:SEC:BET:H01_H02:2027-05-14,BET,SEC:BET:H01_H02,2027-05-14,1,scheduled,False,False
RM:SEC:BET:H01_H02:2027-05-14:VISIT:2,RM:SEC:BET:H01_H02:2027-05-14,OCC:SEC:BET:H01_H02:2027-05-14,BET,SEC:BET:H01_H02,2027-05-16,2,scheduled,False,False
RM:SEC:BET:H01_H02:2027-05-14:VISIT:3,RM:SEC:BET:H01_H02:2027-05-14,OCC:SEC:BET:H01_H02:2027-05-14,BET,SEC:BET:H01_H02,2027-05-18,3,scheduled,False,False
RM:SEC:BET:H01_H02:2028-01-14:VISIT:1,RM:SEC:BET:H01_H02:2028-01-14,OCC:SEC:BET:H01_H02:2028-01-14,BET,SEC:BET:H01_H02,2028-01-14,1,committed,True,False
RM:SEC:BET:H01_H02:2028-01-14:VISIT:2,RM:SEC:BET:H01_H02:2028-01-14,OCC:SEC:BET:H01_H02:2028-01-14,BET,SEC:BET:H01_H02,2028-01-16,2,committed,True,False
RM:SEC:BET:H01_H02:2028-01-14:VISIT:3,RM:SEC:BET:H01_H02:2028-01-14,OCC:SEC:BET:H01_H02:2028-01-14,BET,SEC:BET:H01_H02,2028-01-18,3,committed,True,False
RM:SEC:BET:H02_S15:2026-09-21:VISIT:1,RM:SEC:BET:H02_S15:2026-09-21,OCC:SEC:BET:H02_S15:2026-09-21,BET,SEC:BET:H02_S15,2026-09-21,1,historical,True,True
RM:SEC:BET:H02_S15:2026-09-21:VISIT:2,RM:SEC:BET:H02_S15:2026-09-21,OCC:SEC:BET:H02_S15:2026-09-21,BET,SEC:BET:H02_S15,2026-09-23,2,historical,True,True
RM:SEC:BET:H02_S15:2026-09-21:VISIT:3,RM:SEC:BET:H02_S15:2026-09-21,OCC:SEC:BET:H02_S15:2026-09-21,BET,SEC:BET:H02_S15,2026-09-25,3,historical,True,True
RM:SEC:BET:H02_S15:2027-05-24:VISIT:1,RM:SEC:BET:H02_S15:2027-05-24,OCC:SEC:BET:H02_S15:2027-05-24,BET,SEC:BET:H02_S15,2027-05-24,1,scheduled,False,False
RM:SEC:BET:H02_S15:2027-05-24:VISIT:2,RM:SEC:BET:H02_S15:2027-05-24,OCC:SEC:BET:H02_S15:2027-05-24,BET,SEC:BET:H02_S15,2027-05-26,2,scheduled,False,False
RM:SEC:BET:H02_S15:2027-05-24:VISIT:3,RM:SEC:BET:H02_S15:2027-05-24,OCC:SEC:BET:H02_S15:2027-05-24,BET,SEC:BET:H02_S15,2027-05-28,3,scheduled,False,False
RM:SEC:BET:H02_S15:2028-01-24:VISIT:1,RM:SEC:BET:H02_S15:2028-01-24,OCC:SEC:BET:H02_S15:2028-01-24,BET,SEC:BET:H02_S15,2028-01-24,1,committed,True,False
RM:SEC:BET:H02_S15:2028-01-24:VISIT:2,RM:SEC:BET:H02_S15:2028-01-24,OCC:SEC:BET:H02_S15:2028-01-24,BET,SEC:BET:H02_S15,2028-01-26,2,committed,True,False
RM:SEC:BET:H02_S15:2028-01-24:VISIT:3,RM:SEC:BET:H02_S15:2028-01-24,OCC:SEC:BET:H02_S15:2028-01-24,BET,SEC:BET:H02_S15,2028-01-28,3,committed,True,False
RM:SEC:BET:S15_S16:2026-10-01:VISIT:1,RM:SEC:BET:S15_S16:2026-10-01,OCC:SEC:BET:S15_S16:2026-10-01,BET,SEC:BET:S15_S16,2026-10-01,1,historical,True,True
RM:SEC:BET:S15_S16:2026-10-01:VISIT:2,RM:SEC:BET:S15_S16:2026-10-01,OCC:SEC:BET:S15_S16:2026-10-01,BET,SEC:BET:S15_S16,2026-10-03,2,historical,True,True
RM:SEC:BET:S15_S16:2026-10-01:VISIT:3,RM:SEC:BET:S15_S16:2026-10-01,OCC:SEC:BET:S15_S16:2026-10-01,BET,SEC:BET:S15_S16,2026-10-05,3,historical,True,True
RM:SEC:BET:S15_S16:2027-06-03:VISIT:1,RM:SEC:BET:S15_S16:2027-06-03,OCC:SEC:BET:S15_S16:2027-06-03,BET,SEC:BET:S15_S16,2027-06-03,1,scheduled,False,False
RM:SEC:BET:S15_S16:2027-06-03:VISIT:2,RM:SEC:BET:S15_S16:2027-06-03,OCC:SEC:BET:S15_S16:2027-06-03,BET,SEC:BET:S15_S16,2027-06-05,2,scheduled,False,False
RM:SEC:BET:S15_S16:2027-06-03:VISIT:3,RM:SEC:BET:S15_S16:2027-06-03,OCC:SEC:BET:S15_S16:2027-06-03,BET,SEC:BET:S15_S16,2027-06-07,3,scheduled,False,False
RM:SEC:BET:S15_S16:2028-02-03:VISIT:1,RM:SEC:BET:S15_S16:2028-02-03,OCC:SEC:BET:S15_S16:2028-02-03,BET,SEC:BET:S15_S16,2028-02-03,1,committed,True,False
RM:SEC:BET:S15_S16:2028-02-03:VISIT:2,RM:SEC:BET:S15_S16:2028-02-03,OCC:SEC:BET:S15_S16:2028-02-03,BET,SEC:BET:S15_S16,2028-02-05,2,committed,True,False
RM:SEC:BET:S15_S16:2028-02-03:VISIT:3,RM:SEC:BET:S15_S16:2028-02-03,OCC:SEC:BET:S15_S16:2028-02-03,BET,SEC:BET:S15_S16,2028-02-07,3,committed,True,False
RM:SEC:BET:S16_S17:2026-10-11:VISIT:1,RM:SEC:BET:S16_S17:2026-10-11,OCC:SEC:BET:S16_S17:2026-10-11,BET,SEC:BET:S16_S17,2026-10-11,1,historical,True,True
RM:SEC:BET:S16_S17:2026-10-11:VISIT:2,RM:SEC:BET:S16_S17:2026-10-11,OCC:SEC:BET:S16_S17:2026-10-11,BET,SEC:BET:S16_S17,2026-10-13,2,historical,True,True
RM:SEC:BET:S16_S17:2026-10-11:VISIT:3,RM:SEC:BET:S16_S17:2026-10-11,OCC:SEC:BET:S16_S17:2026-10-11,BET,SEC:BET:S16_S17,2026-10-15,3,historical,True,True
RM:SEC:BET:S16_S17:2027-06-13:VISIT:1,RM:SEC:BET:S16_S17:2027-06-13,OCC:SEC:BET:S16_S17:2027-06-13,BET,SEC:BET:S16_S17,2027-06-13,1,scheduled,False,False
RM:SEC:BET:S16_S17:2027-06-13:VISIT:2,RM:SEC:BET:S16_S17:2027-06-13,OCC:SEC:BET:S16_S17:2027-06-13,BET,SEC:BET:S16_S17,2027-06-15,2,scheduled,False,False
RM:SEC:BET:S16_S17:2027-06-13:VISIT:3,RM:SEC:BET:S16_S17:2027-06-13,OCC:SEC:BET:S16_S17:2027-06-13,BET,SEC:BET:S16_S17,2027-06-17,3,scheduled,False,False
RM:SEC:BET:S16_S17:2028-02-13:VISIT:1,RM:SEC:BET:S16_S17:2028-02-13,OCC:SEC:BET:S16_S17:2028-02-13,BET,SEC:BET:S16_S17,2028-02-13,1,committed,True,False
RM:SEC:BET:S16_S17:2028-02-13:VISIT:2,RM:SEC:BET:S16_S17:2028-02-13,OCC:SEC:BET:S16_S17:2028-02-13,BET,SEC:BET:S16_S17,2028-02-15,2,committed,True,False
RM:SEC:BET:S16_S17:2028-02-13:VISIT:3,RM:SEC:BET:S16_S17:2028-02-13,OCC:SEC:BET:S16_S17:2028-02-13,BET,SEC:BET:S16_S17,2028-02-17,3,committed,True,False
RM:SEC:BET:S17_S18:2026-10-21:VISIT:1,RM:SEC:BET:S17_S18:2026-10-21,OCC:SEC:BET:S17_S18:2026-10-21,BET,SEC:BET:S17_S18,2026-10-21,1,historical,True,True
RM:SEC:BET:S17_S18:2026-10-21:VISIT:2,RM:SEC:BET:S17_S18:2026-10-21,OCC:SEC:BET:S17_S18:2026-10-21,BET,SEC:BET:S17_S18,2026-10-23,2,historical,True,True
RM:SEC:BET:S17_S18:2026-10-21:VISIT:3,RM:SEC:BET:S17_S18:2026-10-21,OCC:SEC:BET:S17_S18:2026-10-21,BET,SEC:BET:S17_S18,2026-10-25,3,historical,True,True
RM:SEC:BET:S17_S18:2027-06-23:VISIT:1,RM:SEC:BET:S17_S18:2027-06-23,OCC:SEC:BET:S17_S18:2027-06-23,BET,SEC:BET:S17_S18,2027-06-23,1,scheduled,False,False
RM:SEC:BET:S17_S18:2027-06-23:VISIT:2,RM:SEC:BET:S17_S18:2027-06-23,OCC:SEC:BET:S17_S18:2027-06-23,BET,SEC:BET:S17_S18,2027-06-25,2,scheduled,False,False
RM:SEC:BET:S17_S18:2027-06-23:VISIT:3,RM:SEC:BET:S17_S18:2027-06-23,OCC:SEC:BET:S17_S18:2027-06-23,BET,SEC:BET:S17_S18,2027-06-27,3,scheduled,False,False
RM:SEC:BET:S17_S18:2028-02-23:VISIT:1,RM:SEC:BET:S17_S18:2028-02-23,OCC:SEC:BET:S17_S18:2028-02-23,BET,SEC:BET:S17_S18,2028-02-23,1,committed,True,False
RM:SEC:BET:S17_S18:2028-02-23:VISIT:2,RM:SEC:BET:S17_S18:2028-02-23,OCC:SEC:BET:S17_S18:2028-02-23,BET,SEC:BET:S17_S18,2028-02-25,2,committed,True,False
RM:SEC:BET:S17_S18:2028-02-23:VISIT:3,RM:SEC:BET:S17_S18:2028-02-23,OCC:SEC:BET:S17_S18:2028-02-23,BET,SEC:BET:S17_S18,2028-02-27,3,committed,True,False
